"","uID","variable","factor",".id","source","rise1.3","rise2.3","sex","Source.Global","Source.Primary","Source.Secondary","Country","Location","Language","Weird","Execution","SubjectPool","Setting","Tablet","Pencil","StudyOrderN","IDiffOrderN","study.order","analysis.type","subset","case.include"
"1887",6529,1,"Unprepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",1,NA,1,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Geissner|Zhong|Schwarz|Hauser|Savani|Norenzayan|Hsee|Tversky|Zaval|Knobe|Gray|Ross.Slate2|Shafir|Tversky.Gati|Risen","ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood",15,"Global","all",TRUE
"1888",6530,4,"Unprepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",4,NA,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hauser|Norenzayan|Zaval|Schwarz|Ross.Slate2|Knobe|Geissner|Risen|Hsee|Savani|Tversky.Gati|Gray|Tversky|Zhong|Shafir","ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood",8,"Global","all",TRUE
"1893",6542,8,"Unprepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",8,NA,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Zaval|Tversky|Risen|Geissner|Norenzayan|Savani|Hsee|Gray|Knobe|Ross.Slate2|Tversky.Gati|Shafir|Zhong|Schwarz|Hauser","ID: Cognitive reflection|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing",3,"Global","all",TRUE
"1894",6545,2,"Unprepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",2,NA,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Zhong|Tversky|Ross.Slate2|Hauser|Norenzayan|Hsee|Geissner|Knobe|Schwarz|Zaval|Gray|Risen|Savani|Tversky.Gati|Shafir","ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection",12,"Global","all",TRUE
"3768",5406,4,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,4,1,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Risen|Norenzayan|Knobe|Geissner|Savani|Hsee|Hauser|Schwarz|Ross.Slate2|Gray|Shafir|Tversky.Gati|Zhong|Zaval|Tversky","ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection",1,"Global","all",TRUE
"3770",5413,8,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,8,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hsee|Risen|Knobe|Savani|Tversky.Gati|Zhong|Geissner|Schwarz|Ross.Slate2|Shafir|Tversky|Hauser|Norenzayan|Gray|Zaval","ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five",2,"Global","all",TRUE
"3771",5414,5,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,5,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Zhong|Schwarz|Tversky|Tversky.Gati|Hauser|Risen|Shafir|Ross.Slate2|Zaval|Hsee|Knobe|Norenzayan|Geissner|Gray|Savani","ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood",6,"Global","all",TRUE
"3772",5416,3,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,3,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Tversky|Tversky.Gati|Zaval|Schwarz|Hauser|Hsee|Zhong|Geissner|Gray|Savani|Knobe|Ross.Slate2|Shafir|Risen|Norenzayan","ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Subjective wellbeing",14,"Global","all",TRUE
"3774",5419,6,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,6,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Ross.Slate2|Schwarz|Shafir|Knobe|Risen|Tversky|Geissner|Zhong|Hauser|Hsee|Zaval|Savani|Tversky.Gati|Gray|Norenzayan","ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood",5,"Global","all",TRUE
"3778",5423,5,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,5,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Geissner|Risen|Savani|Tversky|Hauser|Norenzayan|Schwarz|Zhong|Knobe|Tversky.Gati|Shafir|Gray|Hsee|Zaval|Ross.Slate2","ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five",2,"Global","all",TRUE
"3779",5424,6,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,6,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Schwarz|Tversky|Zhong|Norenzayan|Risen|Knobe|Shafir|Savani|Gray|Hsee|Geissner|Zaval|Tversky.Gati|Ross.Slate2|Hauser","ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE",5,"Global","all",TRUE
"3780",5426,6,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,6,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Gray|Zaval|Zhong|Hsee|Savani|Tversky.Gati|Tversky|Hauser|Shafir|Norenzayan|Knobe|Geissner|Ross.Slate2|Schwarz|Risen","ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five",15,"Global","all",TRUE
"3781",5428,5,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,5,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hauser|Zhong|Gray|Hsee|Geissner|Risen|Knobe|Shafir|Tversky|Norenzayan|Ross.Slate2|Zaval|Savani|Schwarz|Tversky.Gati","ID: Mood|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Global self-esteem SISE",6,"Global","all",TRUE
"3782",5429,4,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,4,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Savani|Hauser|Knobe|Geissner|Schwarz|Norenzayan|Hsee|Shafir|Ross.Slate2|Tversky|Tversky.Gati|Zhong|Risen|Zaval|Gray","ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing",13,"Global","all",TRUE
"3783",5430,5,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,5,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Schwarz|Hsee|Geissner|Norenzayan|Tversky.Gati|Zhong|Hauser|Gray|Savani|Ross.Slate2|Risen|Tversky|Shafir|Knobe|Zaval","ID: Mood|ID: Cognitive reflection|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing",11,"Global","all",TRUE
"3841",5543,5,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,5,NA,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Tversky|Savani|Hauser|Schwarz|Hsee|Gray|Zhong|Risen|Norenzayan|Knobe|Zaval|Geissner|Tversky.Gati|Shafir|Ross.Slate2","ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection",8,"Global","all",TRUE
"3844",5573,2,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,2,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hauser|Norenzayan|Tversky|Knobe|Risen|Hsee|Schwarz|Gray|Zhong|Savani|Zaval|Shafir|Geissner|Tversky.Gati|Ross.Slate2","ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection",5,"Global","all",TRUE
"3862",5619,8,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,8,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Shafir|Ross.Slate2|Gray|Tversky.Gati|Norenzayan|Schwarz|Risen|Zaval|Hauser|Tversky|Hsee|Geissner|Savani|Knobe|Zhong","ID: Mood|ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Global self-esteem SISE",7,"Global","all",TRUE
"3866",5638,5,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,5,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Tversky.Gati|Shafir|Ross.Slate2|Tversky|Geissner|Gray|Hauser|Zhong|Knobe|Hsee|Zaval|Savani|Schwarz|Norenzayan|Risen","ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing",15,"Global","all",TRUE
"3868",5642,8,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,8,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Risen|Ross.Slate2|Gray|Hauser|Hsee|Shafir|Tversky.Gati|Zaval|Norenzayan|Knobe|Tversky|Savani|Geissner|Zhong|Schwarz","ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection",1,"Global","all",TRUE
"3872",5647,5,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,5,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Zhong|Geissner|Knobe|Hsee|Savani|Hauser|Tversky.Gati|Schwarz|Ross.Slate2|Risen|Shafir|Tversky|Gray|Norenzayan|Zaval","ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE",10,"Global","all",TRUE
"3877",5660,3,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,3,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Risen|Gray|Knobe|Zaval|Hauser|Tversky.Gati|Norenzayan|Geissner|Schwarz|Ross.Slate2|Savani|Shafir|Hsee|Tversky|Zhong","ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Global self-esteem SISE",1,"Global","all",TRUE
"3878",5661,3,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,3,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Tversky.Gati|Zhong|Geissner|Savani|Norenzayan|Hsee|Schwarz|Tversky|Zaval|Knobe|Hauser|Ross.Slate2|Gray|Shafir|Risen","ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE",15,"Global","all",TRUE
"3879",5662,6,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,6,1,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Gray|Savani|Norenzayan|Shafir|Zaval|Ross.Slate2|Risen|Knobe|Schwarz|Hauser|Tversky.Gati|Zhong|Tversky|Hsee|Geissner","ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Mood",7,"Global","all",TRUE
"3900",5707,1,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,1,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Tversky.Gati|Tversky|Savani|Zaval|Hsee|Zhong|Knobe|Ross.Slate2|Norenzayan|Hauser|Gray|Risen|Schwarz|Shafir|Geissner","ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE",12,"Global","all",TRUE
"3901",5708,3,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,3,1,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Shafir|Gray|Tversky.Gati|Savani|Tversky|Hsee|Zaval|Risen|Geissner|Norenzayan|Schwarz|Hauser|Ross.Slate2|Knobe|Zhong","ID: Subjective wellbeing|ID: Cognitive reflection|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE",8,"Global","all",TRUE
"3902",5709,2,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,2,NA,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Risen|Hsee|Schwarz|Hauser|Savani|Knobe|Zhong|Geissner|Norenzayan|Gray|Tversky|Zaval|Tversky.Gati|Ross.Slate2|Shafir","ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Mood|ID: Cognitive reflection",1,"Global","all",TRUE
"3903",5710,6,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,6,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Tversky|Ross.Slate2|Zaval|Tversky.Gati|Shafir|Gray|Geissner|Risen|Schwarz|Zhong|Hsee|Norenzayan|Savani|Hauser|Knobe","ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Mood",8,"Global","all",TRUE
"3904",5711,3,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,3,NA,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Gray|Hauser|Schwarz|Knobe|Ross.Slate2|Geissner|Savani|Hsee|Shafir|Zaval|Risen|Norenzayan|Zhong|Tversky.Gati|Tversky","ID: Subjective wellbeing|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE",11,"Global","all",TRUE
"3906",5713,2,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,2,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Geissner|Knobe|Norenzayan|Hsee|Schwarz|Tversky.Gati|Zaval|Shafir|Ross.Slate2|Zhong|Risen|Savani|Gray|Hauser|Tversky","ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood",11,"Global","all",TRUE
"3932",5786,6,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,6,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Risen|Shafir|Hsee|Ross.Slate2|Schwarz|Tversky.Gati|Gray|Geissner|Norenzayan|Savani|Hauser|Tversky|Zaval|Knobe|Zhong","ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five",1,"Global","all",TRUE
"3933",5787,4,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,4,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Ross.Slate2|Tversky|Gray|Shafir|Savani|Norenzayan|Geissner|Tversky.Gati|Zaval|Risen|Zhong|Knobe|Schwarz|Hauser|Hsee","ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Subjective wellbeing",10,"Global","all",TRUE
"3934",5790,6,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,6,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Shafir|Ross.Slate2|Risen|Tversky|Norenzayan|Hsee|Zhong|Savani|Knobe|Zaval|Geissner|Hauser|Tversky.Gati|Gray|Schwarz","ID: Mood|ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection",3,"Global","all",TRUE
"3935",5804,4,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,4,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hsee|Tversky.Gati|Savani|Tversky|Norenzayan|Zaval|Gray|Hauser|Knobe|Schwarz|Zhong|Shafir|Ross.Slate2|Geissner|Risen","ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five|ID: Mood",15,"Global","all",TRUE
"3936",5805,1,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,1,1,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Norenzayan|Ross.Slate2|Tversky.Gati|Hsee|Zhong|Geissner|Gray|Tversky|Shafir|Hauser|Risen|Savani|Knobe|Zaval|Schwarz","ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing|ID: TIPI for Big-Five|ID: Mood",11,"Global","all",TRUE
"3938",5828,2,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,2,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Zhong|Knobe|Risen|Zaval|Tversky|Gray|Geissner|Schwarz|Hauser|Tversky.Gati|Shafir|Hsee|Savani|Norenzayan|Ross.Slate2","ID: Mood|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Subjective wellbeing|ID: Cognitive reflection",3,"Global","all",TRUE
"3939",5829,2,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,2,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Knobe|Tversky.Gati|Ross.Slate2|Hsee|Zaval|Norenzayan|Gray|Hauser|Zhong|Risen|Savani|Geissner|Schwarz|Shafir|Tversky","ID: Subjective wellbeing|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: TIPI for Big-Five",10,"Global","all",TRUE
"3940",5830,5,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,5,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Shafir|Norenzayan|Zaval|Schwarz|Ross.Slate2|Gray|Zhong|Hsee|Risen|Geissner|Tversky|Knobe|Savani|Hauser|Tversky.Gati","ID: TIPI for Big-Five|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: Cognitive reflection",9,"Global","all",TRUE
"3941",5833,5,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,5,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hauser|Geissner|Hsee|Schwarz|Norenzayan|Ross.Slate2|Zhong|Savani|Tversky.Gati|Tversky|Shafir|Zaval|Knobe|Gray|Risen","ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: TIPI for Big-Five|ID: Cognitive reflection|ID: Mood",15,"Global","all",TRUE
"3953",5874,6,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,6,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Schwarz|Risen|Savani|Gray|Tversky|Norenzayan|Hsee|Zhong|Knobe|Zaval|Ross.Slate2|Geissner|Shafir|Tversky.Gati|Hauser","ID: Cognitive reflection|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five|ID: Global self-esteem SISE",2,"Global","all",TRUE
"3954",5876,4,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,4,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Shafir|Zaval|Risen|Gray|Savani|Tversky|Hauser|Ross.Slate2|Norenzayan|Geissner|Tversky.Gati|Zhong|Knobe|Schwarz|Hsee","ID: Cognitive reflection|ID: Global self-esteem SISE|ID: Subjective wellbeing|ID: Mood|ID: TIPI for Big-Five",3,"Global","all",TRUE
"3955",5877,4,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,4,2,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Ross.Slate2|Norenzayan|Geissner|Savani|Tversky|Hauser|Schwarz|Shafir|Tversky.Gati|Hsee|Risen|Gray|Knobe|Zhong|Zaval","ID: Subjective wellbeing|ID: Global self-esteem SISE|ID: Mood|ID: Cognitive reflection|ID: TIPI for Big-Five",11,"Global","all",TRUE
"3956",5885,10,"Prepared","ML2_Slate2_USEng_Inlab_DEPLOY_r.csv","westernkentucky",NA,10,NA,"westernkentucky","westernkentucky","westernkentucky","USA","Psychological Sciences Department, Western Kentucky University, Bowling Green, KY 42101;","English",1,NA,"Yes","In a lab","Computers","No, the whole study was on the computer (except maybe consent/debriefing)","Hsee|Zaval|Zhong|Tversky|Norenzayan|Shafir|Geissner|Schwarz|Knobe|Hauser|Savani|Gray|Ross.Slate2|Risen|Tversky.Gati","ID: TIPI for Big-Five|ID: Mood|ID: Global self-esteem SISE|ID: Cognitive reflection|ID: Subjective wellbeing",14,"Global","all",TRUE
